"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"346","may",5,4,4,4,7,2
"347","mike",5,1,5,7,2,2
"348","minimum",5,9,14,22,1,9
"349","missouri",5,0,5,1,1,3
"350","mother",5,2,4,1,1,0
"351","nafta",5,3,2,0,0,0
"352","nelson",5,3,2,0,1,3
"353","nursing",5,2,2,2,0,0
"354","package",5,2,4,2,0,1
"355","product",5,2,5,8,1,8
"356","rank",5,4,10,9,0,7
"357","rape",5,4,15,7,6,3
"358","research",5,6,3,11,0,0
"359","responsible",5,5,6,1,3,0
"360","result",5,9,13,10,2,2
"361","rule",5,9,10,5,2,12
"362","russia",5,2,3,8,1,3
"363","sent",5,11,5,3,4,13
"364","served",5,5,1,2,0,5
"365","sign",5,6,6,3,5,1
"366","someone",5,0,3,4,1,6
"367","sponsored",5,5,1,3,5,4
"368","started",5,5,13,3,4,4
"369","ted",5,10,5,4,9,4
"370","told",5,11,6,6,4,2
"371","treatment",5,5,1,1,3,1
"372","violence",5,3,2,10,2,11
"373","wont",5,2,3,4,3,0
"374","ad",4,5,6,4,4,3
"375","add",4,2,6,3,1,3
"376","adult",4,1,5,3,0,6
"377","african",4,5,9,7,5,15
"378","agenda",4,1,5,0,3,0
"379","agent",4,2,4,0,0,1
"380","along",4,4,1,2,1,0
"381","also",4,6,6,11,2,10
"382","background",4,3,9,8,1,11
"383","bad",4,3,1,2,3,0
"384","baldwin",4,4,1,4,0,0
"385","barrett",4,2,2,1,3,1
"386","become",4,6,2,9,4,2
"387","betty",4,2,0,0,1,0
"388","bp",4,0,4,3,1,0
"389","bruce",4,1,3,2,0,0
"390","build",4,8,5,6,1,4
"391","burke",4,3,0,2,0,1
"392","canada",4,0,2,1,0,1
"393","constitution",4,4,6,1,6,3
"394","corporation",4,3,10,8,0,6
"395","countrie",4,3,21,19,2,10
"396","davi",4,1,1,0,2,0
"397","disabled",4,1,0,3,1,0
"398","discrimination",4,4,0,1,0,1
"399","door",4,1,1,0,1,1
"400","drug",4,13,12,15,1,9
"401","due",4,5,9,11,5,5
"402","everybody",4,9,2,2,1,2
"403","facing",4,1,1,3,0,0
"404","faith",4,0,1,1,0,0
"405","father",4,0,4,0,2,2
"406","felon",4,4,1,4,0,0
"407","found",4,8,11,6,7,4
"408","girl",4,4,5,2,0,0
"409","grant",4,2,3,8,1,4
"410","granted",4,1,0,0,0,2
"411","guard",4,4,2,5,0,1
"412","head",4,3,1,4,3,2
"413","jack",4,1,0,1,1,1
"414","jeff",4,5,3,2,0,2
"415","k",4,4,7,4,1,1
"416","known",4,0,2,2,0,3
"417","living",4,1,7,8,2,8
"418","love",4,1,0,1,1,0
"419","nine",4,4,2,8,1,6
"420","popular",4,1,3,7,1,5
"421","prayer",4,3,1,0,3,1
"422","pre",4,2,4,4,1,2
"423","privatize",4,0,5,1,3,2
"424","reason",4,3,6,5,4,0
"425","released",4,7,8,3,5,2
"426","religiou",4,1,3,0,2,3
"427","representative",4,7,2,5,0,12
"428","resident",4,7,6,5,5,11
"429","respect",4,0,1,1,0,0
"430","ruled",4,0,2,0,0,1
"431","russian",4,0,1,2,1,1
"432","safe",4,0,3,2,1,2
"433","sandy",4,1,0,1,0,4
"434","secretary",4,14,7,10,3,6
"435","seen",4,9,10,14,1,2
"436","sexual",4,4,5,2,1,1
"437","shot",4,2,4,6,0,1
"438","solution",4,1,1,2,1,4
"439","start",4,2,6,6,1,3
"440","step",4,3,4,4,0,0
"441","studie",4,5,3,3,0,0
"442","supply",4,1,1,4,0,1
"443","supporting",4,4,3,0,3,3
"444","sutton",4,1,0,0,1,0
"445","tammy",4,4,1,4,0,0
"446","target",4,2,1,0,0,1
"447","tell",4,7,5,1,4,3
"448","threat",4,6,2,2,2,1
"449","tonight",4,1,0,0,0,0
"450","tough",4,0,1,1,0,4
"451","trafficking",4,1,0,3,1,0
"452","university",4,4,11,13,5,10
"453","uranium",4,0,0,0,1,0
"454","virtually",4,3,1,3,1,6
"455","wendy",4,1,1,0,3,0
"456","west",4,5,6,5,0,2
"457","word",4,2,4,3,1,9
"458","workforce",4,1,7,3,0,1
"459","worst",4,5,12,14,1,7
"460","wouldnt",4,1,1,0,2,2
"461","acting",3,1,1,0,0,0
"462","addres",3,3,1,7,0,4
"463","addressed",3,0,0,0,0,0
"464","age",3,7,5,9,3,5
"465","agencie",3,4,3,2,1,7
"466","amnesty",3,5,5,4,6,1
"467","ann",3,0,1,1,0,0
"468","anti",3,4,6,2,3,2
"469","baby",3,4,0,0,2,3
"470","bankruptcy",3,1,0,1,0,2
"471","beating",3,1,0,0,1,0
"472","belief",3,0,3,0,2,1
"473","bid",3,0,1,0,0,0
"474","braley",3,0,1,1,0,0
"475","capitol",3,2,1,2,5,2
"476","changed",3,4,8,4,5,1
"477","chinese",3,0,4,4,3,0
"478","clinic",3,0,0,1,1,0
"479","coffman",3,0,0,1,0,0
"480","coming",3,7,0,8,5,4
"481","committee",3,3,9,9,1,7
"482","contribution",3,14,6,4,1,7
"483","cornille",3,1,0,0,1,0
"484","corridor",3,0,0,1,0,0
"485","d",3,2,4,4,3,2
"486","destroy",3,3,2,1,1,0
"487","doyle",3,1,0,1,0,0
"488","earn",3,1,3,11,1,2
"489","elderly",3,0,2,0,0,3
"490","enacted",3,2,0,4,0,3
"491","entire",3,9,8,12,3,18
"492","extreme",3,0,0,3,0,0
"493","eye",3,0,1,0,1,0
"494","fellow",3,0,1,0,1,4
"495","film",3,0,5,0,0,0
"496","financial",3,9,4,9,2,11
"497","fleet",3,0,0,0,0,0
"498","formed",3,0,1,0,0,0
"499","frank",3,2,2,1,2,0
"500","fraud",3,5,7,6,6,7
"501","funneled",3,0,1,0,0,0
"502","goal",3,1,2,4,3,0
"503","gonna",3,0,0,0,0,0
"504","graduate",3,3,6,6,0,2
"505","greg",3,1,5,3,1,0
"506","guinta",3,0,0,0,0,0
"507","historically",3,0,2,0,0,5
"508","hostage",3,0,2,0,1,0
"509","housing",3,2,9,5,1,0
"510","incest",3,0,1,4,2,2
"511","influence",3,1,4,0,0,0
"512","input",3,1,0,0,0,0
"513","insider",3,0,0,1,0,1
"514","introduced",3,0,0,2,1,2
"515","joined",3,1,1,0,3,1
"516","kander",3,1,0,0,0,0
"517","king",3,3,4,2,2,2
"518","kitzhaber",3,1,1,0,0,0
"519","kuster",3,0,0,0,0,0
"520","loophole",3,1,5,5,0,8
"521","march",3,0,0,2,0,2
"522","martin",3,3,0,0,2,1
"523","mention",3,1,1,0,0,1
"524","michael",3,4,3,0,1,1
"525","obrien",3,0,0,0,0,0
"526","online",3,1,1,6,1,1
"527","overhaul",3,1,0,0,0,0
"528","owner",3,4,4,2,3,1
"529","paperwork",3,0,0,0,0,0
"530","passe",3,3,1,0,1,1
"531","perdue",3,0,3,3,0,0
"532","plu",3,2,2,3,2,0
"533","pres",3,1,1,4,2,3
"534","previou",3,1,3,4,1,9
"535","privatization",3,1,1,0,0,0
"536","privatizing",3,1,2,0,0,0
"537","promise",3,6,3,3,0,6
"538","proven",3,1,0,1,0,0
"539","rail",3,8,4,4,1,1
"540","rather",3,2,1,0,1,0
"541","rating",3,7,10,6,0,5
"542","reality",3,1,2,0,0,0
"543","red",3,0,0,4,2,4
"544","regarding",3,0,0,0,1,0
"545","relocate",3,0,1,0,0,0
"546","represent",3,3,3,3,2,2
"547","retiree",3,3,5,0,0,0
"548","robert",3,4,1,0,1,1
"549","romneycare",3,1,0,1,0,1
"550","roy",3,0,3,0,1,0
"551","scheme",3,8,2,0,0,0
"552","seeing",3,0,5,1,0,3
"553","selling",3,3,0,0,2,1
"554","sense",3,0,0,2,2,1
"555","sherrod",3,5,6,0,5,3
"556","simple",3,0,1,0,2,1
"557","simpson",3,0,0,0,1,0
"558","size",3,2,6,4,4,9
"559","something",3,8,1,4,1,4
"560","spike",3,0,0,0,0,0
"561","staffer",3,0,1,0,0,1
"562","stamp",3,2,5,8,5,6
"563","stephen",3,1,0,0,1,0
"564","study",3,10,10,11,2,1
"565","succeed",3,2,0,0,0,0
"566","succes",3,1,0,0,0,0
"567","supporter",3,5,2,2,0,0
"568","surplu",3,5,8,8,0,0
"569","tea",3,2,2,2,4,1
"570","temperature",3,1,0,0,0,1
"571","ten",3,4,7,3,3,9
"572","texan",3,2,0,6,1,3
"573","theyve",3,2,3,7,2,2
"574","though",3,1,5,4,2,2
"575","tim",3,3,6,3,3,2
"576","treasury",3,2,0,0,0,2
"577","va",3,3,0,2,2,0
"578","vast",3,1,3,2,0,0
"579","view",3,3,0,1,0,1
"580","voucher",3,2,3,7,1,0
"581","warren",3,2,0,0,1,4
"582","worked",3,11,4,7,2,3
"583","wrote",3,7,3,2,4,2
"584","academy",2,0,0,1,0,0
"585","achievement",2,0,0,3,1,0
"586","adding",2,0,1,4,0,1
"587","administrator",2,1,0,0,1,0
"588","affect",2,1,1,1,0,5
"589","afraid",2,0,1,0,0,0
"590","al",2,1,7,3,2,3
"591","algebra",2,0,0,0,0,0
"592","ambassador",2,0,1,0,3,0
"593","anchor",2,0,1,0,1,0
"594","announced",2,3,4,0,3,1
"595","annual",2,3,3,3,0,10
"596","assaulted",2,0,0,0,1,0
"597","athlete",2,0,0,0,0,0
"598","automatic",2,3,4,1,0,0
"599","barne",2,0,2,0,1,0
"600","barrow",2,0,1,0,1,0
"601","bas",2,0,1,0,0,0
"602","basi",2,1,0,3,0,1
"603","bathroom",2,1,0,0,3,0
"604","begich",2,1,0,0,0,0
"605","bennet",2,1,1,0,1,0
"606","bidding",2,0,0,0,0,0
"607","billionaire",2,3,5,0,0,0
"608","blamed",2,0,0,0,0,0
"609","block",2,2,0,0,0,6
"610","blocking",2,0,1,0,0,0
"611","boccieri",2,0,0,0,1,0
"612","body",2,4,0,0,2,2
"613","bond",2,4,13,1,0,1
"614","bowle",2,0,0,0,0,0
"615","boy",2,1,0,0,0,0
"616","broke",2,7,2,2,3,4
"617","building",2,14,8,3,0,5
"618","bulb",2,3,1,0,4,0
"619","buse",2,0,1,1,0,1
"620","canceled",2,0,0,1,0,0
"621","casey",2,0,0,0,1,0
"622","cbo",2,0,3,1,0,0
"623","cdc",2,0,1,0,0,2
"624","champion",2,0,1,0,0,0
"625","championship",2,1,0,0,1,0
"626","cheap",2,0,2,0,0,0
"627","childhood",2,0,0,3,0,1
"628","christie",2,8,9,9,0,5
"629","christma",2,2,3,0,3,1
"630","church",2,3,0,1,1,1
"631","circumstance",2,0,3,0,0,0
"632","citation",2,0,1,2,0,0
"633","citie",2,3,11,8,2,8
"634","commit",2,4,0,3,1,0
"635","complicated",2,0,1,0,0,0
"636","considering",2,0,0,0,3,0
"637","consumer",2,5,1,4,1,7
"638","corruption",2,2,0,0,2,0
"639","corzine",2,0,0,3,0,3
"640","dangerou",2,0,3,0,2,0
"641","daugherty",2,1,0,0,0,0
"642","de",2,2,1,0,1,0
"643","deep",2,0,0,2,0,1
"644","deleted",2,0,1,0,3,0
"645","described",2,0,0,0,0,1
"646","device",2,0,1,3,1,0
"647","disastrou",2,0,1,0,0,0
"648","discussing",2,0,0,0,0,0
"649","ditch",2,0,0,0,0,0
"650","diversity",2,0,0,0,0,0
"651","domestic",2,5,6,7,4,11
"652","drunken",2,0,0,2,0,0
"653","early",2,4,4,8,3,7
"654","earner",2,2,0,1,0,5
"655","east",2,3,4,4,0,3
"656","economist",2,0,2,0,0,0
"657","edition",2,0,0,0,0,0
"658","element",2,0,0,0,0,0
"659","enforce",2,2,4,0,0,0
"660","enjoyed",2,0,0,0,0,0
"661","enough",2,3,6,8,1,11
"662","equal",2,5,3,8,1,3
"663","equally",2,0,0,0,0,0
"664","eric",2,4,8,2,2,1
"665","ethanol",2,0,3,3,0,0
"666","exactly",2,4,1,0,0,0
"667","exempting",2,0,0,0,0,0
"668","expire",2,3,0,0,0,0
"669","extra",2,3,4,5,0,0
"670","extremism",2,0,0,0,0,0
"671","faced",2,1,4,1,0,0
"672","fannie",2,0,2,0,0,0
"673","fbi",2,6,2,1,3,6
"674","ferguson",2,1,0,1,3,0
"675","fetu",2,0,0,0,0,0
"676","fifteen",2,1,0,0,0,2
"677","fifth",2,1,2,6,1,4
"678","fifty",2,2,0,4,0,0
"679","fighting",2,0,3,4,3,3
"680","fire",2,2,5,10,7,6
"681","firm",2,1,4,1,0,1
"682","fleeing",2,0,0,0,0,1
"683","freddie",2,0,2,0,2,1
"684","future",2,3,8,2,0,2
"685","fy",2,0,0,0,0,0
"686","gain",2,5,5,6,1,4
"687","generated",2,0,4,0,0,1
"688","green",2,3,2,1,1,2
"689","grow",2,0,2,1,0,0
"690","grown",2,2,5,6,0,6
"691","guardsmen",2,0,0,0,0,0
"692","hezbollah",2,0,0,0,0,0
"693","historic",2,1,6,0,0,4
"694","hold",2,2,0,3,0,3
"695","howard",2,0,0,0,0,0
"696","image",2,0,0,0,1,0
"697","implemented",2,0,0,0,0,1
"698","instability",2,0,0,0,0,0
"699","instituting",2,0,0,0,0,0
"700","interview",2,5,0,3,0,4
"701","jame",2,2,0,0,1,0
"702","jewish",2,2,0,0,1,0
"703","justified",2,0,0,1,0,0
"704","kicking",2,0,2,0,0,0
"705","kindergarten",2,0,0,2,0,0
"706","lack",2,0,1,2,1,1
"707","late",2,2,1,1,1,0
"708","latest",2,3,1,0,0,0
"709","lawyer",2,1,0,6,2,5
"710","lead",2,4,5,2,5,1
"711","legalize",2,0,1,0,0,0
"712","legislative",2,7,1,4,0,1
"713","lesbian",2,0,2,0,0,0
"714","liberia",2,0,0,0,0,0
"715","limousine",2,0,0,0,0,0
"716","lowering",2,0,0,0,0,0
"717","machine",2,0,0,5,2,1
"718","maggie",2,0,3,2,0,0
"719","mail",2,4,0,4,2,2
"720","manufacturing",2,1,11,5,0,2
"721","marxist",2,0,0,0,2,0
"722","mas",2,3,9,2,1,3
"723","maxed",2,1,0,0,0,0
"724","mcauliffe",2,4,0,0,0,1
"725","mclane",2,0,0,0,0,0
"726","mentioned",2,0,0,0,0,1
"727","midnight",2,0,0,0,0,1
"728","mill",2,1,0,0,0,3
"729","minority",2,1,5,1,0,1
"730","minute",2,0,2,5,0,2
"731","moratorium",2,1,0,0,0,0
"732","mortality",2,0,6,1,0,2
"733","movement",2,1,0,0,0,0
"734","nationally",2,0,7,7,0,0
"735","nationwide",2,0,0,1,2,2
"736","nominee",2,10,9,9,0,1
"737","nonpartisan",2,0,1,0,0,0
"738","occurred",2,0,0,2,0,2
"739","oklahoma",2,1,0,0,0,0
"740","onto",2,1,0,2,0,0
"741","operating",2,0,4,0,0,1
"742","oppose",2,5,9,4,0,5
"743","opposition",2,1,0,1,3,2
"744","other",2,2,2,0,0,2
"745","outspent",2,0,0,0,1,0
"746","oversea",2,6,7,0,1,3
"747","palin",2,5,1,2,5,4
"748","paperback",2,0,0,0,0,0
"749","parrish",2,0,0,0,0,0
"750","participating",2,0,0,0,0,0
"751","pat",2,2,3,1,1,1
"752","pen",2,0,0,0,0,1
"753","period",2,1,4,7,0,2
"754","phone",2,3,2,7,1,4
"755","pinella",2,3,0,0,0,0
"756","pledged",2,0,3,2,0,0
"757","prep",2,0,1,0,0,0
"758","prepared",2,0,0,0,1,0
"759","prevention",2,0,0,2,3,2
"760","prince",2,1,0,0,0,0
"761","prohibiting",2,0,0,0,0,0
"762","promote",2,2,0,1,2,0
"763","protester",2,3,1,0,6,2
"764","pupil",2,0,2,4,0,1
"765","radical",2,2,0,0,4,2
"766","raid",2,1,0,1,2,0
"767","raimondo",2,0,1,0,0,0
