"","word","Barely True","False","Half-True","Mostly-True","Not known","True"
"347","charge",7,10,9,3,5,5
"348","death",7,3,9,8,4,17
"349","deciding",7,5,0,0,0,0
"350","deduction",7,1,1,1,2,2
"351","different",7,3,2,3,1,10
"352","doctor",7,14,1,5,4,7
"353","drilling",7,2,8,5,2,9
"354","email",7,7,4,5,1,1
"355","fee",7,3,5,3,5,4
"356","feingold",7,5,2,1,0,3
"357","former",7,8,13,4,5,8
"358","friend",7,3,0,3,2,1
"359","goe",7,5,6,5,1,2
"360","good",7,5,10,2,5,4
"361","held",7,1,4,4,1,3
"362","helped",7,6,13,8,2,4
"363","hispanic",7,3,9,5,0,10
"364","hospital",7,4,5,7,0,5
"365","island",7,14,15,18,7,23
"366","january",7,2,4,2,4,0
"367","kind",7,4,3,6,2,3
"368","large",7,2,6,5,2,1
"369","led",7,7,9,6,4,8
"370","live",7,9,13,10,3,13
"371","major",7,6,7,21,1,7
"372","medical",7,4,14,13,3,3
"373","milwaukee",7,18,14,13,5,10
"374","order",7,5,6,4,6,4
"375","personal",7,6,4,6,2,6
"376","point",7,8,11,10,0,6
"377","policy",7,6,10,1,4,6
"378","politician",7,7,2,6,2,4
"379","poverty",7,4,13,20,0,5
"380","premium",7,6,8,5,2,2
"381","recall",7,3,2,0,1,5
"382","rhode",7,12,17,19,6,21
"383","rise",7,3,3,5,1,5
"384","saved",7,4,4,7,1,5
"385","second",7,17,12,19,3,9
"386","small",7,20,5,7,4,11
"387","teacher",7,15,13,12,1,7
"388","team",7,4,1,2,6,5
"389","thousand",7,8,17,5,7,8
"390","using",7,5,6,2,1,3
"391","violent",7,5,5,4,4,3
"392","yet",7,2,5,4,3,4
"393","zero",7,5,6,6,6,9
"394","action",6,4,8,10,3,5
"395","agreed",6,2,0,1,0,1
"396","allowed",6,7,13,11,1,7
"397","among",6,7,22,8,2,12
"398","amount",6,3,14,10,0,4
"399","bailout",6,2,9,2,0,2
"400","became",6,2,10,11,1,7
"401","better",6,5,9,4,3,8
"402","biden",6,2,4,2,1,1
"403","bring",6,6,12,6,2,4
"404","businesse",6,22,10,16,4,10
"405","career",6,3,7,5,0,1
"406","carolina",6,4,4,8,1,2
"407","carry",6,5,3,3,0,2
"408","cast",6,4,1,3,0,1
"409","cause",6,6,4,2,2,4
"410","cent",6,7,2,9,2,8
"411","citizen",6,17,8,18,8,8
"412","community",6,4,4,5,2,8
"413","contract",6,2,3,5,0,2
"414","core",6,6,3,5,1,0
"415","creation",6,6,15,5,3,2
"416","cruz",6,5,3,2,6,4
"417","currently",6,3,6,8,1,4
"418","decade",6,5,17,20,1,13
"419","decision",6,9,7,3,2,2
"420","doubled",6,5,10,6,4,10
"421","drop",6,5,7,2,1,2
"422","else",6,1,4,5,0,3
"423","executive",6,8,6,11,5,6
"424","farm",6,2,1,5,4,5
"425","fewer",6,6,6,6,0,4
"426","fought",6,2,3,2,0,3
"427","given",6,4,10,10,6,3
"428","gone",6,6,20,8,1,8
"429","gotten",6,5,2,3,1,2
"430","hand",6,5,5,2,1,4
"431","he",6,5,13,4,3,5
"432","hike",6,5,2,3,3,1
"433","huge",6,1,5,3,2,1
"434","issue",6,6,11,9,2,8
"435","jeb",6,2,0,9,0,2
"436","jersey",6,17,9,16,2,18
"437","labor",6,9,2,8,1,4
"438","lake",6,4,2,4,2,1
"439","least",6,6,13,9,1,7
"440","legal",6,6,11,8,0,9
"441","legislature",6,11,6,6,1,12
"442","let",6,7,9,5,7,4
"443","liberal",6,6,8,1,3,1
"444","life",6,8,16,12,8,5
"445","list",6,2,4,2,1,3
"446","lobbyist",6,4,10,6,3,11
"447","long",6,7,7,5,4,4
"448","look",6,8,10,7,4,5
"449","lose",6,10,9,5,6,3
"450","lot",6,5,10,8,3,8
"451","lowest",6,8,21,24,3,13
"452","marijuana",6,6,11,9,0,7
"453","massive",6,4,7,0,1,1
"454","murphy",6,4,0,2,1,0
"455","muslim",6,12,1,5,14,4
"456","offender",6,1,2,2,0,1
"457","ohio",6,17,23,26,14,22
"458","open",6,2,3,4,2,4
"459","opponent",6,10,7,2,4,4
"460","outside",6,7,3,2,0,0
"461","patrick",6,4,2,2,3,2
"462","population",6,8,16,14,4,15
"463","portman",6,3,3,3,0,0
"464","presidential",6,11,5,6,3,11
"465","pro",6,4,8,7,0,3
"466","protect",6,7,7,3,1,1
"467","reduced",6,5,9,3,0,4
"468","reduction",6,1,4,5,1,4
"469","repeal",6,4,1,4,0,2
"470","rus",6,5,2,1,0,2
"471","safety",6,3,5,4,1,0
"472","saudi",6,6,5,1,0,6
"473","shooting",6,5,11,2,4,2
"474","sink",6,2,3,5,0,0
"475","standard",6,3,10,6,0,2
"476","taking",6,3,10,12,1,3
"477","think",6,10,10,11,4,12
"478","traffic",6,5,2,4,1,2
"479","voter",6,17,21,10,12,20
"480","way",6,8,13,5,4,8
"481","well",6,12,4,2,3,10
"482","youre",6,13,10,7,1,5
"483","ability",5,3,1,4,0,0
"484","additional",5,2,6,5,0,2
"485","alex",5,2,3,5,0,1
"486","approved",5,5,3,2,0,2
"487","arabia",5,5,2,1,0,5
"488","around",5,2,7,10,4,3
"489","atlanta",5,9,11,9,5,12
"490","attacked",5,2,2,1,1,2
"491","balanced",5,5,6,5,0,1
"492","book",5,2,2,1,5,5
"493","brother",5,2,3,3,1,0
"494","brown",5,7,9,6,7,5
"495","bureaucrat",5,7,1,2,3,1
"496","cap",5,8,3,3,5,4
"497","card",5,1,0,2,2,2
"498","check",5,4,14,15,4,12
"499","christian",5,10,2,1,2,1
"500","claim",5,7,5,3,3,11
"501","collective",5,3,2,2,3,3
"502","commission",5,11,1,2,0,3
"503","compared",5,3,2,5,3,4
"504","convicted",5,1,3,3,0,4
"505","council",5,5,2,2,4,7
"506","cuccinelli",5,1,1,0,2,0
"507","delay",5,0,1,0,1,0
"508","easier",5,3,2,1,0,0
"509","either",5,2,3,3,3,4
"510","elected",5,5,12,7,3,12
"511","everyone",5,2,2,4,1,2
"512","fact",5,10,15,5,7,13
"513","floridian",5,7,3,4,0,2
"514","food",5,4,10,14,10,10
"515","forcing",5,1,0,0,0,0
"516","fully",5,1,3,5,0,2
"517","global",5,8,2,4,2,6
"518","great",5,6,7,9,4,9
"519","gulf",5,1,6,2,2,0
"520","holding",5,3,1,1,3,0
"521","household",5,2,4,3,2,6
"522","human",5,2,5,7,4,2
"523","id",5,5,3,5,2,6
"524","immediately",5,2,3,1,0,1
"525","include",5,10,13,4,5,2
"526","increasing",5,4,3,4,1,1
"527","justice",5,6,3,4,4,5
"528","ken",5,2,1,0,2,1
"529","key",5,0,2,0,1,3
"530","kid",5,11,16,7,2,13
"531","land",5,4,6,5,3,3
"532","lane",5,1,1,2,1,1
"533","leadership",5,2,4,6,2,3
"534","limit",5,2,3,4,1,5
"535","low",5,4,12,10,1,5
"536","lower",5,6,14,13,1,7
"537","may",5,4,4,4,7,2
"538","mean",5,7,11,6,3,10
"539","mike",5,1,5,7,2,2
"540","minimum",5,9,14,22,1,9
"541","missouri",5,0,5,1,1,3
"542","modern",5,2,1,3,2,1
"543","mother",5,2,4,1,1,0
"544","nafta",5,3,2,0,0,0
"545","nancy",5,3,2,4,4,4
"546","nelson",5,3,2,0,1,3
"547","nuclear",5,16,9,11,2,10
"548","nursing",5,2,2,2,0,0
"549","officer",5,4,6,10,1,8
"550","organization",5,5,2,4,3,1
"551","package",5,2,4,2,0,1
"552","pelosi",5,4,2,3,4,3
"553","product",5,2,5,8,1,8
"554","rank",5,4,10,9,0,7
"555","rape",5,4,15,7,6,3
"556","research",5,6,3,11,0,0
"557","responsible",5,5,6,1,3,0
"558","result",5,9,13,10,2,2
"559","return",5,11,5,3,2,2
"560","rule",5,9,10,5,2,12
"561","russia",5,2,3,8,1,3
"562","sent",5,11,5,3,4,13
"563","served",5,5,1,2,0,5
"564","shut",5,2,8,1,3,2
"565","sign",5,6,6,3,5,1
"566","sold",5,1,3,4,3,2
"567","someone",5,0,3,4,1,6
"568","sponsored",5,5,1,3,5,4
"569","started",5,5,13,3,4,4
"570","ted",5,10,5,4,9,4
"571","terrorism",5,2,1,3,1,5
"572","told",5,11,6,6,4,2
"573","treatment",5,5,1,1,3,1
"574","violence",5,3,2,10,2,11
"575","watch",5,4,7,4,1,1
"576","win",5,2,4,3,1,3
"577","wont",5,2,3,4,3,0
"578","ad",4,5,6,4,4,3
"579","add",4,2,6,3,1,3
"580","adult",4,1,5,3,0,6
"581","african",4,5,9,7,5,15
"582","agenda",4,1,5,0,3,0
"583","agent",4,2,4,0,0,1
"584","along",4,4,1,2,1,0
"585","also",4,6,6,11,2,10
"586","anybody",4,5,3,5,2,1
"587","arkansa",4,1,1,1,1,1
"588","arrested",4,2,1,2,0,2
"589","assault",4,3,4,5,1,2
"590","background",4,3,9,8,1,11
"591","bad",4,3,1,2,3,0
"592","balance",4,3,2,9,1,4
"593","baldwin",4,4,1,4,0,0
"594","barrett",4,2,2,1,3,1
"595","basically",4,4,2,2,2,1
"596","become",4,6,2,9,4,2
"597","beginning",4,2,1,4,1,2
"598","best",4,6,7,9,0,8
"599","betty",4,2,0,0,1,0
"600","biggest",4,8,7,10,2,4
"601","bp",4,0,4,3,1,0
"602","bruce",4,1,3,2,0,0
"603","build",4,8,5,6,1,4
"604","burke",4,3,0,2,0,1
"605","canada",4,0,2,1,0,1
"606","capital",4,9,3,4,2,2
"607","closed",4,4,3,0,2,1
"608","completely",4,2,3,1,1,1
"609","constitution",4,4,6,1,6,3
"610","constitutional",4,2,2,1,1,5
"611","corporation",4,3,10,8,0,6
"612","couldnt",4,5,2,6,0,2
"613","countrie",4,3,21,19,2,10
"614","crisi",4,1,7,5,1,4
"615","cutting",4,4,8,2,3,4
"616","davi",4,1,1,0,2,0
"617","disabled",4,1,0,3,1,0
"618","discrimination",4,4,0,1,0,1
"619","door",4,1,1,0,1,1
"620","driver",4,4,4,4,2,2
"621","drug",4,13,12,15,1,9
"622","due",4,5,9,11,5,5
"623","earth",4,1,3,8,1,5
"624","estate",4,4,3,1,3,4
"625","everybody",4,9,2,2,1,2
"626","exist",4,2,1,3,0,3
"627","facing",4,1,1,3,0,0
"628","faith",4,0,1,1,0,0
"629","father",4,0,4,0,2,2
"630","favor",4,7,3,6,3,1
"631","felon",4,4,1,4,0,0
"632","fix",4,4,2,2,1,0
"633","flip",4,1,4,3,1,6
"634","found",4,8,11,6,7,4
"635","full",4,3,11,6,3,9
"636","girl",4,4,5,2,0,0
"637","grant",4,2,3,8,1,4
"638","granted",4,1,0,0,0,2
"639","growing",4,3,4,7,0,4
"640","guard",4,4,2,5,0,1
"641","head",4,3,1,4,3,2
"642","international",4,7,5,4,4,1
"643","investment",4,5,8,2,1,3
"644","islamic",4,5,4,2,4,2
"645","jack",4,1,0,1,1,1
"646","jeff",4,5,3,2,0,2
"647","june",4,2,3,2,2,0
"648","k",4,4,7,4,1,1
"649","keystone",4,4,2,1,1,3
"650","known",4,0,2,2,0,3
"651","leading",4,1,4,3,2,3
"652","light",4,5,3,1,4,4
"653","living",4,1,7,8,2,8
"654","love",4,1,0,1,1,0
"655","man",4,9,6,8,6,8
"656","management",4,3,0,2,2,1
"657","michigan",4,2,2,2,2,0
"658","murder",4,5,9,5,1,4
"659","nine",4,4,2,8,1,6
"660","non",4,7,2,7,4,5
"661","person",4,10,10,17,5,8
"662","political",4,10,9,12,1,5
"663","popular",4,1,3,7,1,5
"664","prayer",4,3,1,0,3,1
"665","pre",4,2,4,4,1,2
"666","privatize",4,0,5,1,3,2
"667","protection",4,5,3,5,4,2
"668","providence",4,3,3,7,4,4
"669","r",4,6,1,0,0,1
"670","read",4,3,4,4,0,3
"671","reason",4,3,6,5,4,0
"672","release",4,2,2,1,1,1
"673","released",4,7,8,3,5,2
"674","religiou",4,1,3,0,2,3
"675","representative",4,7,2,5,0,12
"676","resident",4,7,6,5,5,11
"677","respect",4,0,1,1,0,0
"678","rifle",4,2,1,1,1,3
"679","road",4,5,1,5,1,5
"680","ruled",4,0,2,0,0,1
"681","russian",4,0,1,2,1,1
"682","safe",4,0,3,2,1,2
"683","sandy",4,1,0,1,0,4
"684","save",4,10,6,10,2,9
"685","secretary",4,14,7,10,3,6
"686","seen",4,9,10,14,1,2
"687","sexual",4,4,5,2,1,1
"688","shot",4,2,4,6,0,1
"689","solution",4,1,1,2,1,4
"690","start",4,2,6,6,1,3
"691","step",4,3,4,4,0,0
"692","studie",4,5,3,3,0,0
"693","supply",4,1,1,4,0,1
"694","supporting",4,4,3,0,3,3
"695","sutton",4,1,0,0,1,0
"696","tammy",4,4,1,4,0,0
"697","target",4,2,1,0,0,1
"698","tell",4,7,5,1,4,3
"699","test",4,7,4,6,1,4
"700","threat",4,6,2,2,2,1
"701","tonight",4,1,0,0,0,0
"702","tough",4,0,1,1,0,4
"703","town",4,4,4,2,2,3
"704","trafficking",4,1,0,3,1,0
"705","trying",4,10,7,4,4,3
"706","typical",4,0,2,3,1,3
"707","university",4,4,11,13,5,10
"708","uranium",4,0,0,0,1,0
"709","value",4,1,2,2,2,3
"710","video",4,2,2,1,2,2
"711","virtually",4,3,1,3,1,6
"712","welfare",4,7,3,7,5,4
"713","wendy",4,1,1,0,3,0
"714","west",4,5,6,5,0,2
"715","word",4,2,4,3,1,9
"716","workforce",4,1,7,3,0,1
"717","worst",4,5,12,14,1,7
"718","wouldnt",4,1,1,0,2,2
"719","young",4,7,14,9,2,6
"720","abbott",3,2,5,2,1,0
"721","account",3,3,6,9,1,8
"722","acting",3,1,1,0,0,0
"723","addres",3,3,1,7,0,4
"724","addressed",3,0,0,0,0,0
"725","afghanistan",3,4,8,7,0,6
"726","age",3,7,5,9,3,5
"727","agencie",3,4,3,2,1,7
"728","agency",3,4,2,3,3,1
"729","amnesty",3,5,5,4,6,1
"730","ann",3,0,1,1,0,0
"731","another",3,4,7,2,4,5
"732","anti",3,4,6,2,3,2
"733","approximately",3,4,2,4,3,5
"734","arab",3,2,1,1,0,0
"735","area",3,9,5,4,2,4
"736","available",3,5,3,1,0,1
"737","baby",3,4,0,0,2,3
"738","ballot",3,6,7,6,0,5
"739","bankruptcy",3,1,0,1,0,2
"740","barrel",3,1,0,3,1,3
"741","beating",3,1,0,0,1,0
"742","belief",3,0,3,0,2,1
"743","believe",3,13,7,8,3,8
"744","bid",3,0,1,0,0,0
"745","bob",3,1,3,1,1,2
"746","borrow",3,1,0,0,0,0
"747","braley",3,0,1,1,0,0
"748","bureau",3,3,2,1,0,3
"749","cancer",3,3,5,7,4,2
"750","capitol",3,2,1,2,5,2
"751","cash",3,5,4,2,1,2
"752","changed",3,4,8,4,5,1
"753","chinese",3,0,4,4,3,0
"754","choice",3,3,10,3,5,3
"755","chri",3,11,12,9,1,3
"756","civil",3,3,2,4,0,3
"757","clearly",3,1,2,1,2,0
"758","clinic",3,0,0,1,1,0
"759","code",3,7,1,4,2,5
"760","coffman",3,0,0,1,0,0
"761","coming",3,7,0,8,5,4
"762","committee",3,3,9,9,1,7
"763","competitive",3,0,0,2,0,1
"764","conflict",3,1,0,3,0,1
"765","congressmen",3,0,1,2,0,1
"766","conservative",3,6,2,4,1,2
"767","continue",3,5,5,4,0,6
"768","contribution",3,14,6,4,1,7
"769","cornille",3,1,0,0,1,0
"770","corridor",3,0,0,1,0,0
"771","costing",3,3,6,2,1,1
"772","couple",3,3,3,8,2,5
"773","d",3,2,4,4,3,2
"774","dan",3,5,4,1,3,2
"775","dead",3,1,1,4,1,3
